event_id,timestamp,src_node,dst_node,edge_type,channel,amount,device_fingerprint,src_label,dst_label,is_fraud_edge
882,167,1700727,2050449,2,merchant_api,16.84,dev_772961,3,2,0
883,167,1933192,583565,5,qr_pay,139.02,dev_250832,2,3,0
884,167,870200,521473,4,bank_app,24.71,dev_275901,3,2,0
885,168,2149796,2674231,5,web,27.64,dev_434386,3,2,0
886,168,674451,407255,5,web,15.83,dev_398492,0,0,0
887,168,2675542,2605505,1,merchant_api,117.54,dev_390378,0,0,0
888,168,1023139,1520600,4,qr_pay,30.74,dev_512489,0,0,0
889,168,418263,518687,2,wallet,32.93,dev_826521,3,0,0
890,168,1837035,81221,5,web,72.49,dev_085166,0,3,0
891,168,2234787,2470633,5,web,41.54,dev_898108,0,2,0
892,168,2279056,1549962,4,qr_pay,32.17,dev_365543,2,2,0
893,168,2672927,1562234,4,qr_pay,91.78,dev_231271,2,0,0
894,168,2672929,2649623,5,web,240.96,dev_602562,0,3,0
895,168,981943,2673573,11,merchant_api,35.36,dev_862445,3,2,0
896,168,17608,2288105,5,web,27.25,dev_833988,0,0,0
897,169,2676201,2432155,7,bank_app,33.57,dev_413550,2,2,0
898,169,2675946,1564817,6,wallet,86.43,dev_106517,2,2,0
899,169,2217856,1405385,6,wallet,15.5,dev_813170,3,3,0
900,169,2241371,473135,4,web,26.3,dev_862533,0,3,0
901,169,1538764,872847,6,wallet,6.66,dev_577475,0,3,0
902,169,1564525,2676408,10,merchant_api,8.45,dev_567094,0,2,0
903,169,1581542,259268,5,merchant_api,15.39,dev_133871,2,3,0
904,170,1186254,1186294,5,wallet,23.33,dev_717721,0,0,0
905,170,659715,2675338,6,bank_app,130.6,dev_526654,2,2,0
906,171,503272,1970408,5,bank_app,39.74,dev_538353,3,3,0
907,171,2682268,138510,5,bank_app,10.8,dev_245727,2,0,0
908,171,801545,682995,4,wallet,17.55,dev_339451,0,0,0
909,171,2682642,1390542,5,bank_app,84.54,dev_743260,0,0,0
910,171,70542,1965287,4,wallet,93.13,dev_444163,0,3,0
911,172,622361,329671,1,web,27.26,dev_176746,3,0,0
912,172,1805450,2683669,10,qr_pay,16.47,dev_811325,0,2,0
913,172,825517,268231,4,bank_app,92.99,dev_642071,3,0,0
914,172,2685631,909603,5,qr_pay,10.03,dev_411840,0,0,0
915,172,2686148,2499124,2,merchant_api,40.97,dev_987620,2,2,0
916,172,2681145,633667,9,bank_app,261.23,dev_659675,0,0,0
917,172,1859843,2686392,5,qr_pay,29.51,dev_846131,0,0,0
918,172,2681764,33018,5,qr_pay,12.21,dev_346778,2,0,0
919,173,460492,2687057,9,qr_pay,48.88,dev_252967,3,0,0
920,173,1550661,281124,4,qr_pay,22.13,dev_149529,0,2,0
921,173,1242040,1475257,5,web,7.0,dev_582296,0,0,0
922,173,2687327,2674708,3,bank_app,58.61,dev_560417,2,1,1
923,174,2538863,1008891,11,wallet,72.68,dev_207132,0,2,0
924,174,2488120,2690767,5,merchant_api,18.54,dev_648160,0,0,0
925,174,2686826,149385,11,wallet,18.93,dev_745764,2,0,0
926,174,2690817,2560581,6,wallet,11.19,dev_967649,0,0,0
927,174,1255348,244119,4,web,29.52,dev_447732,0,3,0
928,174,996112,1387293,5,merchant_api,14.79,dev_695348,3,2,0
929,174,2399122,2691877,4,web,13.6,dev_481588,2,2,0
930,175,37616,2220949,1,bank_app,145.9,dev_304662,0,0,0
931,175,2692552,508994,1,bank_app,40.44,dev_371966,2,3,0
932,175,1682720,1287856,4,merchant_api,56.55,dev_923980,0,3,0
933,175,1407210,633689,4,merchant_api,74.82,dev_289552,0,2,0
934,175,2045653,661044,11,bank_app,53.19,dev_245336,3,0,0
935,176,129537,129554,3,merchant_api,21.5,dev_878210,0,0,0
936,176,277999,2695117,5,bank_app,31.35,dev_676860,0,2,0
937,176,2629746,2521480,10,bank_app,19.26,dev_982877,2,2,0
938,177,731148,924370,5,qr_pay,36.4,dev_755586,0,0,0
939,177,2264829,2344304,4,bank_app,45.95,dev_220990,0,2,0
940,177,2697856,2292447,6,web,18.83,dev_986510,3,0,0
941,177,24846,2699201,1,web,8.03,dev_468494,0,2,0
942,177,2395754,2699549,5,qr_pay,27.98,dev_104521,2,0,0
943,177,1133201,653295,5,qr_pay,20.41,dev_573210,3,0,0
944,177,2695861,644854,10,qr_pay,4.48,dev_633943,3,2,0
945,177,2699970,2015128,5,qr_pay,38.74,dev_356900,3,0,0
946,178,1810716,622767,4,qr_pay,80.54,dev_175312,3,0,0
947,178,545375,1767914,6,merchant_api,258.66,dev_843077,3,3,0
948,178,2165169,1928332,1,merchant_api,18.69,dev_662929,0,0,0
949,178,1517408,1162839,6,merchant_api,16.37,dev_725920,2,3,0
950,178,2700195,689767,5,web,9.04,dev_439487,0,2,0
951,178,2700501,2218498,4,qr_pay,40.76,dev_579707,0,2,0
952,178,2701295,1855449,2,wallet,34.54,dev_498300,3,0,0
953,178,2700260,105507,6,merchant_api,12.8,dev_643388,2,2,0
954,179,2653454,2654955,5,merchant_api,20.96,dev_806674,0,2,0
955,179,2704567,1271755,6,wallet,4.48,dev_662921,2,3,0
956,180,1362916,2707827,4,merchant_api,77.77,dev_871683,0,0,0
957,180,2302647,2707554,9,merchant_api,16.88,dev_968576,2,3,0
958,180,9812,2171873,1,bank_app,25.76,dev_004287,0,0,0
959,180,187189,495706,1,bank_app,7.36,dev_674743,0,3,0
960,180,2655499,2708618,4,merchant_api,20.0,dev_543336,0,0,0
961,181,2711035,2210661,2,web,22.38,dev_837381,2,3,0
962,181,1829451,1797830,5,bank_app,24.28,dev_483085,3,3,0
963,181,2711117,2696059,5,bank_app,37.78,dev_430825,0,3,0
964,181,2578129,1418796,5,bank_app,89.58,dev_965063,0,2,0
965,182,1221541,1682351,6,web,51.39,dev_065507,2,0,0
966,182,2714157,1215305,1,web,63.18,dev_943192,2,0,0
967,182,380593,405211,4,bank_app,124.15,dev_981266,3,0,0
968,182,2709800,739416,9,bank_app,56.42,dev_930037,0,0,0
969,182,2524522,1567412,1,web,25.71,dev_500302,0,3,0
970,183,523289,2716943,6,merchant_api,65.9,dev_941021,0,2,0
971,183,2717007,1421359,3,bank_app,81.92,dev_273591,2,0,0
972,183,1957067,1796680,5,web,43.98,dev_735985,0,0,0
973,183,1494683,2526085,5,web,6.62,dev_553077,0,2,0
974,183,1121292,2715731,1,merchant_api,12.46,dev_624180,3,0,0
975,183,2626407,197118,7,wallet,22.48,dev_964151,2,3,0
976,184,1046182,720872,6,wallet,53.61,dev_947884,3,0,0
977,184,2718619,1767647,5,merchant_api,24.07,dev_472635,0,3,0
978,184,2648609,76243,5,merchant_api,68.25,dev_972122,3,0,0
979,184,1304294,1108801,4,web,110.36,dev_027091,2,3,0
980,184,1139674,2718831,1,wallet,78.2,dev_588954,3,0,0
981,184,2709150,810555,5,merchant_api,72.6,dev_054327,3,2,0
982,184,444003,550100,1,wallet,10.45,dev_128504,0,0,0
983,184,2718851,870064,4,web,52.16,dev_946494,2,3,0
984,185,2148195,2686197,5,wallet,14.2,dev_098313,0,0,0
985,185,2246391,2401647,6,bank_app,6.02,dev_115769,2,2,0
986,185,2721743,2412420,4,merchant_api,26.08,dev_859517,0,2,0
987,185,535669,2621735,5,wallet,80.82,dev_339402,0,2,0
988,185,2720411,1827558,6,bank_app,40.23,dev_838547,0,0,0
989,185,2561804,402900,10,wallet,150.81,dev_052053,3,3,0
990,186,1104351,376920,9,wallet,39.63,dev_996920,3,0,0
991,186,1892825,477573,1,qr_pay,240.57,dev_398202,0,0,0
992,186,1492037,1101941,5,bank_app,28.78,dev_775056,3,2,0
993,186,2703887,18790,5,bank_app,25.03,dev_520812,2,0,0
994,186,2724224,1731685,1,qr_pay,8.4,dev_913132,3,0,0
995,186,2057714,1095080,10,bank_app,66.65,dev_049694,2,2,0
996,186,1794654,1827907,5,bank_app,15.61,dev_841947,0,2,0
997,187,2631720,2727825,6,web,14.84,dev_912719,3,0,0
998,187,975599,1212473,6,web,84.19,dev_361913,0,0,0
999,187,1296069,2728497,11,web,75.37,dev_068180,0,0,0
1000,187,1656559,2118836,2,merchant_api,79.75,dev_572765,0,2,0
1001,187,1422405,117297,1,web,19.18,dev_335013,0,2,0
1002,187,2157699,345015,3,wallet,29.79,dev_129248,0,2,0
1003,187,408551,1664657,5,qr_pay,23.25,dev_478555,0,0,0
1004,187,648880,217173,5,qr_pay,49.61,dev_834556,0,0,0
1005,188,415581,2731556,5,web,99.31,dev_786729,3,2,0
1006,188,2726704,1563948,9,qr_pay,47.06,dev_920873,2,2,0
1007,188,987248,16647,5,web,145.1,dev_898816,0,3,0
1008,188,2730177,1189303,5,web,55.01,dev_182487,2,2,0
1009,189,267528,2732362,11,wallet,21.51,dev_552603,0,2,0
1010,189,2732083,664152,9,web,71.22,dev_236996,0,3,0
1011,189,1183066,1954248,4,web,156.86,dev_837692,0,2,0
1012,189,2732470,838158,5,merchant_api,148.18,dev_132438,2,2,0
1013,189,2713223,2732227,1,wallet,77.34,dev_463994,1,2,1
1014,189,2726346,512406,1,wallet,27.2,dev_306202,0,0,0
1015,189,2644559,1838882,10,merchant_api,20.19,dev_054809,0,2,0
1016,190,182793,2736941,9,merchant_api,56.74,dev_725901,0,2,0
1017,190,1905440,1749185,3,web,140.69,dev_963604,0,0,0
1018,190,2737426,2669809,5,wallet,36.25,dev_593112,3,2,0
1019,190,1711275,1937011,4,merchant_api,50.86,dev_043855,0,0,0
1020,190,2737200,2224842,4,merchant_api,35.38,dev_814419,2,2,0
1021,190,2460061,2735458,5,wallet,18.26,dev_565270,0,1,1
1022,190,2596681,1658175,4,merchant_api,29.2,dev_940428,2,3,0
1023,190,1916288,2735846,11,bank_app,30.02,dev_064743,0,2,0
1024,191,2736790,2403404,4,wallet,158.58,dev_044746,0,0,0
1025,191,1603689,2740099,6,qr_pay,21.42,dev_930157,0,2,0
1026,191,2262709,435133,4,wallet,35.42,dev_901331,0,2,0
1027,191,751896,1876282,5,bank_app,11.26,dev_964025,0,3,0
1028,191,1321940,1175900,5,bank_app,46.76,dev_523980,0,0,0
1029,192,66570,182691,1,web,90.92,dev_845493,0,0,0
1030,192,2739726,422152,10,qr_pay,105.85,dev_980185,2,3,0
1031,192,2499228,1502923,4,bank_app,40.57,dev_665511,0,0,0
1032,192,2741771,1218482,4,bank_app,56.65,dev_963162,0,2,0
1033,192,2740564,1881297,4,bank_app,29.42,dev_809253,0,3,0
1034,192,1398324,172557,1,web,42.74,dev_265926,0,3,0
1035,192,1860635,827215,5,qr_pay,32.54,dev_782837,0,0,0
1036,193,723408,961487,4,qr_pay,35.6,dev_796248,3,3,0
1037,193,1449325,1337894,4,qr_pay,38.24,dev_395605,0,2,0
1038,193,2745368,1664888,4,qr_pay,50.74,dev_043809,2,3,0
1039,193,387293,891603,5,web,18.83,dev_132095,3,0,0
1040,193,2743821,2743768,5,web,19.72,dev_758948,2,2,0
1041,193,1699593,2005569,1,merchant_api,123.55,dev_971328,0,2,0
1042,193,2065737,74466,5,web,281.32,dev_087582,0,0,0
1043,194,485382,290321,5,merchant_api,8.3,dev_986853,0,3,0
1044,194,2745074,241219,10,merchant_api,7.9,dev_227354,2,0,0
1045,194,2746717,1676220,6,wallet,11.23,dev_380163,2,3,0
1046,194,2592662,2253692,2,bank_app,26.23,dev_914744,2,0,0
1047,194,256348,43621,4,web,75.66,dev_085781,0,3,0
1048,195,1825710,240112,6,bank_app,45.25,dev_191571,0,2,0
1049,195,2751228,1260634,1,bank_app,31.03,dev_098766,0,0,0
1050,195,2748823,1500210,4,merchant_api,54.38,dev_149611,2,2,0
1051,195,203172,64873,5,wallet,13.16,dev_597933,3,3,0
1052,195,2683540,1610590,5,wallet,19.69,dev_903541,0,3,0
1053,195,2577963,2576029,5,wallet,24.09,dev_885898,0,0,0
1054,195,110471,267962,4,merchant_api,8.12,dev_456931,0,0,0
1055,196,2537698,2247886,10,bank_app,8.63,dev_180000,2,3,0
1056,196,2754253,2731260,6,qr_pay,9.69,dev_937375,0,0,0
1057,196,2752748,74642,1,qr_pay,52.86,dev_775659,3,3,0
1058,196,2491405,105365,10,bank_app,30.59,dev_160704,0,2,0
1059,196,113022,2667219,1,qr_pay,46.06,dev_452845,0,2,0
1060,196,1255377,2202297,1,qr_pay,5.07,dev_703529,0,0,0
1061,196,2754403,2754084,2,web,7.57,dev_986782,2,2,0
1062,196,2753958,2223171,5,bank_app,44.56,dev_733646,2,2,0
1063,196,2752555,2671078,5,bank_app,2.01,dev_114966,3,3,0
1064,196,214316,247127,5,bank_app,73.86,dev_530039,3,3,0
1065,196,1798835,2443441,5,bank_app,4.75,dev_754219,0,2,0
1066,196,291718,2738236,1,qr_pay,56.77,dev_382483,3,0,0
1067,197,2755887,823949,1,web,11.94,dev_868616,2,3,0
1068,197,1899939,2755444,9,bank_app,86.84,dev_040663,0,2,0
1069,197,630549,136383,9,bank_app,606.28,dev_683768,3,3,0
1070,197,2751255,76616,5,qr_pay,3.17,dev_241381,3,3,0
1071,197,2196897,1731265,5,qr_pay,45.87,dev_491972,0,2,0
1072,197,50543,2445416,5,qr_pay,4.82,dev_659300,0,2,0
1073,197,483226,2075721,9,bank_app,49.61,dev_586490,0,2,0
1074,197,2756994,350021,4,bank_app,28.05,dev_453637,0,0,0
1075,197,469712,1909944,4,bank_app,37.97,dev_160440,0,2,0
1076,197,1324740,950236,6,web,11.7,dev_881430,3,0,0
1077,198,1114520,94932,5,web,49.53,dev_795463,3,3,0
1078,198,2758502,31777,5,web,6.66,dev_704039,0,3,0
1079,198,941039,2580369,5,web,75.0,dev_165753,0,2,0
1080,198,242740,2119648,10,web,16.97,dev_816396,3,2,0
1081,198,242632,2148288,4,qr_pay,9.56,dev_586225,0,2,0
1082,198,1891049,1362813,4,qr_pay,141.95,dev_191763,0,0,0
1083,198,898403,503228,6,merchant_api,25.01,dev_372321,0,3,0
1084,198,1502441,1457259,4,qr_pay,188.08,dev_317183,0,0,0
1085,199,1399789,1193413,5,merchant_api,73.64,dev_380443,0,0,0
1086,199,2221023,2760878,6,wallet,12.96,dev_651778,0,2,0
1087,199,2427768,2761858,5,merchant_api,22.73,dev_503636,2,3,0
1088,199,2760271,1124879,6,wallet,29.63,dev_161378,0,3,0
1089,200,2003258,2763406,5,wallet,96.9,dev_502679,2,2,0
1090,200,2158302,68747,6,bank_app,39.4,dev_548707,0,3,0
1091,200,777468,2399477,1,bank_app,31.15,dev_928311,0,2,0
1092,200,2428455,2764519,5,wallet,20.49,dev_389136,2,2,0
1093,200,2763915,1701128,3,web,29.8,dev_518998,0,3,0
1094,200,2761240,2348886,10,wallet,79.37,dev_507311,3,2,0
1095,200,2765699,749311,6,bank_app,26.66,dev_597158,2,2,0
1096,201,1431940,2766083,5,bank_app,17.19,dev_301778,3,2,0
1097,201,1473834,1368779,5,bank_app,14.76,dev_843996,0,3,0
1098,201,1589200,2290243,5,bank_app,14.9,dev_691338,0,1,1
1099,201,312226,2767008,5,bank_app,6.95,dev_615664,0,0,0
1100,201,2766009,2663017,3,merchant_api,15.87,dev_842994,3,2,0
1101,201,99329,688509,4,wallet,130.14,dev_256122,0,2,0
1102,201,458260,2052985,6,qr_pay,22.07,dev_337612,0,3,0
1103,201,175955,399687,3,merchant_api,58.79,dev_082094,3,2,0
1104,202,1828334,2772009,5,qr_pay,2.64,dev_934238,0,2,0
1105,202,2689643,2204797,4,bank_app,56.34,dev_346043,2,0,0
1106,202,2768648,2583106,1,web,22.98,dev_386416,0,0,0
1107,202,659761,381020,5,qr_pay,15.91,dev_843366,3,0,0
1108,202,38849,569643,6,web,31.28,dev_185452,3,0,0
1109,202,2769383,620626,5,qr_pay,15.7,dev_598002,2,0,0
1110,203,2774104,694218,3,bank_app,4.61,dev_740907,3,3,0
1111,203,1913012,1989931,5,web,56.26,dev_525891,0,0,0
1112,203,619799,2162319,5,web,30.53,dev_857216,0,0,0
1113,203,1635152,948589,5,web,18.49,dev_393398,0,0,0
1114,203,767284,1190203,5,web,10.28,dev_351832,3,0,0
1115,203,338223,1323657,6,merchant_api,7.08,dev_177046,3,0,0
1116,203,2771964,1245004,10,web,30.01,dev_010179,0,3,0
1117,203,2319938,2297375,4,qr_pay,144.33,dev_938812,0,2,0
1118,204,2217912,1867735,9,web,40.56,dev_605759,2,2,0
1119,204,224195,1116651,4,web,9.73,dev_743345,3,0,0
1120,204,2776380,1466317,5,merchant_api,30.04,dev_770044,0,3,0
1121,205,1173107,2780559,5,wallet,23.38,dev_367948,0,0,0
1122,205,2780253,2472257,6,bank_app,57.84,dev_128621,3,2,0
1123,205,89807,1967206,4,merchant_api,58.33,dev_008698,3,2,0
1124,205,1645791,541863,4,merchant_api,2.3,dev_944088,0,3,0
1125,205,2778489,997675,3,web,50.94,dev_497980,0,0,0
1126,206,2210953,2146234,1,qr_pay,10.77,dev_306633,2,0,0
1127,206,1374414,2781045,3,merchant_api,8.67,dev_119380,0,2,0
1128,206,2261407,1873883,5,bank_app,20.7,dev_072102,0,2,0
1129,206,1092550,1517308,4,wallet,48.9,dev_374981,3,2,0
1130,206,1213637,2734993,10,bank_app,5.6,dev_508595,3,2,0
1131,206,807855,2509675,9,wallet,63.7,dev_850419,2,2,0
1132,206,2024285,2782262,10,bank_app,48.76,dev_655499,2,2,0
1133,206,1691052,1424113,5,bank_app,25.59,dev_503762,3,3,0
1134,207,2780410,2606713,11,web,12.17,dev_033354,0,0,0
1135,207,644064,2785422,4,bank_app,13.99,dev_342147,0,0,0
1136,207,2784272,1953683,1,web,66.91,dev_193335,0,2,0
1137,207,65611,228992,1,web,6.82,dev_561383,0,3,0
1138,207,2784707,2774669,4,bank_app,88.06,dev_814456,0,0,0
1139,207,1487026,2785522,6,web,22.9,dev_439362,2,0,0
1140,208,1726032,1371844,5,web,22.51,dev_311521,0,0,0
1141,208,1524583,2629517,4,qr_pay,7.26,dev_472133,0,3,0
1142,208,2456287,2784520,7,wallet,25.23,dev_230106,2,0,0
1143,208,1819950,2788615,10,web,42.62,dev_959224,2,2,0
1144,208,265587,100448,4,qr_pay,10.15,dev_600858,0,0,0
1145,208,507089,1942223,1,merchant_api,41.63,dev_064734,0,0,0
1146,208,232355,1080245,4,qr_pay,36.6,dev_251952,0,0,0
1147,208,2311326,2292038,5,web,13.74,dev_046151,2,2,0
1148,209,1893522,1120303,4,web,72.91,dev_540312,0,0,0
1149,209,2790851,1282968,5,merchant_api,3.38,dev_796256,2,3,0
1150,209,80274,574996,4,web,46.16,dev_225794,0,0,0
1151,209,2204121,2531603,4,web,145.11,dev_086070,0,0,0
1152,209,2790188,2790098,5,merchant_api,89.65,dev_132261,0,2,0
1153,209,96382,480945,6,wallet,37.74,dev_214977,0,0,0
1154,210,2790516,1455913,9,merchant_api,25.75,dev_584554,0,3,0
1155,210,1268148,727931,6,bank_app,15.0,dev_665467,0,3,0
1156,210,1544737,1274825,5,wallet,18.68,dev_297296,3,3,0
1157,210,2786273,255178,11,bank_app,43.36,dev_983107,2,0,0
1158,210,718754,841161,4,merchant_api,16.34,dev_092297,0,3,0
1159,210,2265401,1114754,5,wallet,48.51,dev_758466,0,3,0
1160,211,80732,208953,1,qr_pay,181.24,dev_209774,0,3,0
1161,211,1251063,1768768,5,bank_app,23.2,dev_259744,0,0,0
1162,211,63281,2539464,5,bank_app,7.32,dev_689811,2,2,0
1163,211,761633,194186,3,merchant_api,9.3,dev_332590,0,3,0
1164,211,1445244,137201,5,bank_app,49.35,dev_795853,0,2,0
1165,211,2795510,1773291,6,qr_pay,25.18,dev_471876,2,3,0
1166,211,532628,2307492,5,bank_app,54.01,dev_788769,0,0,0
1167,211,2795528,2795549,3,merchant_api,19.29,dev_669134,2,2,0
1168,212,1426619,1459056,6,web,56.12,dev_503350,0,2,0
1169,212,1488147,794934,5,qr_pay,21.27,dev_218633,0,1,1
1170,212,505982,2032661,4,bank_app,17.47,dev_333953,2,2,0
1171,212,2797262,754199,6,web,18.52,dev_019487,0,3,0
1172,212,2798312,2699931,6,web,9.05,dev_689195,2,2,0
1173,212,2285111,1869322,5,qr_pay,147.0,dev_730918,2,0,0
1174,212,2220104,1370419,4,bank_app,30.98,dev_518752,0,3,0
1175,213,2799612,1067335,5,web,43.82,dev_802319,2,0,0
1176,213,2800173,2752535,5,web,15.13,dev_114562,2,2,0
1177,213,2618020,2796566,6,merchant_api,10.31,dev_638616,2,2,0
1178,213,2801045,1972275,5,web,19.88,dev_877458,0,0,0
1179,213,1439562,1290111,4,qr_pay,91.02,dev_821556,3,0,0
1180,213,2685867,620582,5,web,15.35,dev_999669,0,0,0
1181,213,2178513,264728,10,web,11.21,dev_680756,0,3,0
1182,213,2799253,1381294,4,qr_pay,38.86,dev_978189,2,2,0
1183,213,2799031,2103811,4,qr_pay,52.94,dev_868826,2,2,0
1184,213,1162985,1702372,4,qr_pay,148.2,dev_548077,0,3,0
1185,213,654150,2798508,1,merchant_api,36.54,dev_267144,0,0,0
1186,213,2796960,725558,9,qr_pay,60.32,dev_636027,3,3,0
1187,213,1235418,524030,4,qr_pay,64.54,dev_837116,0,0,0
1188,213,36897,411878,5,web,8.69,dev_907424,0,3,0
1189,213,2105512,2658806,5,web,10.31,dev_936058,0,0,0
1190,214,363239,2447610,5,merchant_api,9.25,dev_541862,0,0,0
1191,214,2342709,2538845,5,merchant_api,7.4,dev_270633,0,2,0
1192,214,90946,501475,4,web,69.12,dev_973580,3,0,0
1193,214,217001,669223,10,merchant_api,31.85,dev_840841,0,3,0
1194,214,134993,1153981,5,merchant_api,26.35,dev_737456,3,2,0
1195,214,1006419,2553463,5,merchant_api,2.38,dev_135098,0,2,0
1196,215,2802213,1462492,11,bank_app,169.01,dev_393490,3,2,0
1197,215,2805994,2613674,4,merchant_api,15.11,dev_310492,0,0,0
1198,215,688991,85464,1,bank_app,168.45,dev_230400,0,0,0
1199,215,2712119,1637155,10,wallet,6.66,dev_522674,0,2,0
1200,215,2807019,2349487,5,wallet,11.81,dev_179090,0,0,0
1201,215,1906780,2807064,4,merchant_api,4.65,dev_937099,3,0,0
1202,215,2294804,889834,9,merchant_api,46.8,dev_719688,0,3,0
1203,216,2808625,1217816,4,wallet,12.54,dev_372616,2,3,0
1204,216,2809499,1079349,4,wallet,12.86,dev_555374,2,3,0
1205,216,820005,2019420,6,qr_pay,7.73,dev_452164,0,0,0
1206,216,2808382,868063,4,wallet,68.01,dev_786409,2,0,0
1207,216,796267,841870,3,merchant_api,59.16,dev_127681,0,3,0
1208,216,18981,326653,5,bank_app,125.31,dev_758742,3,2,0
1209,216,72078,2618852,5,bank_app,13.23,dev_124754,0,3,0
1210,217,2810292,62649,6,web,32.36,dev_649133,2,3,0
1211,217,1839938,1302802,6,web,8.33,dev_805356,2,0,0
1212,217,2808475,1483014,11,web,19.66,dev_477433,2,0,0
1213,217,2811250,1806846,5,qr_pay,15.38,dev_469169,0,2,0
1214,217,2812520,343074,6,web,40.37,dev_505253,0,0,0
1215,217,2633453,3699342,6,web,66.37,dev_465857,2,2,0
1216,217,212498,303014,5,qr_pay,59.86,dev_365129,3,3,0
1217,217,1033126,606780,1,web,12.45,dev_590668,3,0,0
1218,217,624527,1563314,5,qr_pay,60.26,dev_479270,0,0,0
1219,217,2001107,1678529,5,qr_pay,23.58,dev_255123,0,2,0
1220,217,178993,1821801,6,web,19.84,dev_057220,0,0,0
1221,217,2810222,1782447,4,bank_app,17.86,dev_908833,0,0,0
1222,217,1307319,2238009,4,bank_app,20.41,dev_024404,0,2,0
1223,218,1936744,1514116,4,qr_pay,162.08,dev_558479,2,0,0
1224,218,2814776,742888,4,qr_pay,44.55,dev_461780,0,0,0
1225,218,2356180,496608,6,merchant_api,31.1,dev_290374,0,3,0
1226,218,1825300,1000046,4,qr_pay,26.68,dev_035805,0,0,0
1227,218,2771690,1358232,10,web,221.71,dev_619698,2,3,0
1228,218,2208063,1091160,5,web,79.4,dev_360871,0,2,0
1229,219,1813318,1009318,4,web,17.66,dev_558719,0,2,0
1230,219,2813993,422725,10,merchant_api,19.18,dev_629629,2,2,0
1231,219,2813317,1331032,10,merchant_api,20.23,dev_394042,3,3,0
1232,219,2816484,475236,5,merchant_api,27.97,dev_847209,0,3,0
1233,219,2817455,2805096,1,wallet,14.14,dev_420596,0,0,0
1234,219,1339097,384646,4,web,50.15,dev_204472,3,0,0
1235,219,250845,850144,6,wallet,98.19,dev_717803,3,2,0
1236,219,1023179,2465618,5,merchant_api,7.52,dev_853729,0,0,0
1237,219,387358,384255,1,wallet,9.63,dev_113490,0,3,0
1238,220,1386876,492969,4,merchant_api,21.87,dev_031845,0,0,0
1239,220,2115204,1502796,3,web,21.05,dev_795750,3,2,0
1240,220,2821904,2432889,4,merchant_api,204.1,dev_539311,2,2,0
1241,220,372141,2632355,1,bank_app,65.47,dev_556745,0,2,0
1242,220,1243964,2629539,6,bank_app,62.17,dev_798474,2,2,0
1243,221,24275,336174,5,bank_app,19.34,dev_114134,0,2,0
1244,221,2822129,2256666,6,qr_pay,20.54,dev_234557,0,2,0
1245,221,2822420,670997,1,qr_pay,7.2,dev_866319,0,0,0
1246,221,241719,2197456,6,qr_pay,53.71,dev_116740,0,0,0
1247,221,1508447,1335861,4,wallet,52.56,dev_838213,0,0,0
1248,221,2823498,2701738,5,bank_app,78.05,dev_951517,2,2,0
1249,222,1825194,1934936,9,bank_app,27.95,dev_327307,0,0,0
1250,222,867170,1593080,5,qr_pay,21.59,dev_810537,0,2,0
1251,222,550398,219158,4,bank_app,39.37,dev_045389,0,0,0
1252,222,2827103,2711619,3,wallet,69.6,dev_993449,1,2,1
1253,222,2646593,1461835,10,qr_pay,6.53,dev_417438,3,3,0
1254,222,2305550,2468915,1,web,51.54,dev_906147,0,0,0
1255,222,1959697,2396241,3,wallet,30.62,dev_069822,3,2,0
1256,222,1377543,2826554,1,web,10.25,dev_835145,0,2,0
1257,222,2821077,1376438,5,qr_pay,3.76,dev_903062,0,0,0
1258,223,2829516,2324365,5,web,21.7,dev_991614,2,2,0
1259,223,960728,659602,4,qr_pay,124.33,dev_114690,0,2,0
1260,223,2827767,2736978,5,web,110.74,dev_372524,0,0,0
1261,223,1138467,1418600,5,web,33.78,dev_839040,0,3,0
1262,223,2828244,2796116,6,merchant_api,155.37,dev_797168,2,2,0
1263,223,2579761,2827347,6,merchant_api,25.57,dev_249138,2,2,0
1264,223,1857172,2171998,6,merchant_api,62.68,dev_541770,0,2,0
1265,224,649027,2002231,5,merchant_api,16.34,dev_305782,2,0,0
1266,224,1279466,2756743,6,wallet,16.72,dev_967421,0,3,0
1267,225,443331,2017626,5,wallet,13.33,dev_184448,3,2,0
1268,225,2834449,2333544,4,merchant_api,5.29,dev_432819,2,0,0
1269,225,1859007,450850,5,wallet,78.13,dev_992630,0,0,0
1270,225,2830044,2833054,1,bank_app,14.92,dev_725271,0,2,0
1271,225,656301,2090978,9,merchant_api,16.42,dev_893647,3,2,0
1272,225,1043568,43464,9,merchant_api,11.68,dev_564732,3,3,0
1273,225,2830716,1461475,6,bank_app,22.11,dev_577715,0,0,0
1274,225,2833699,374693,1,bank_app,129.95,dev_474000,0,0,0
1275,226,2835858,1246178,6,qr_pay,174.93,dev_471416,2,0,0
1276,226,1959339,2683271,1,qr_pay,5.96,dev_500850,0,3,0
1277,226,1380793,990136,6,qr_pay,19.32,dev_293898,0,0,0
1278,226,2836150,445786,6,qr_pay,10.48,dev_231129,3,2,0
1279,226,445330,77393,1,qr_pay,64.68,dev_446491,0,3,0
1280,226,909709,2049748,1,qr_pay,34.4,dev_217874,2,0,0
1281,226,2834071,2498584,4,wallet,19.05,dev_421296,2,0,0
1282,226,444426,606050,5,bank_app,26.19,dev_056221,0,0,0
1283,227,279701,499778,6,web,17.29,dev_445566,0,2,0
