event_id,timestamp,src_node,dst_node,edge_type,channel,amount,device_fingerprint,risk_score,risk_level,action,focus_node,src_node_score,dst_node_score,is_fraud_edge,explanation
0,1,2214697,2063663,9,wallet,20.76,dev_970140,0.6293653837345478,medium,step_up_verification,2214697,0.6293601937345478,0.0186328649983838,0,degree=1; dominant_edge_type=9; dominant_share=1.00; time_span=0
1450,252,2891866,2466886,5,qr_pay,89.6,dev_951528,0.6293060621939741,medium,step_up_verification,2891866,0.6292836621939741,0.011272718802292681,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=6
1451,252,2316015,497939,4,bank_app,39.18,dev_805156,0.7144218686738208,high,manual_review,497939,0.002458357158648747,0.7144120736738209,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=396
1452,252,577611,205269,3,wallet,24.94,dev_863281,0.10778989306600821,low,pass,205269,0.05016040185984163,0.10778365806600822,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=263
1453,252,1757110,2911314,1,web,5.34,dev_726112,0.010064577216862713,low,pass,2911314,0.00013178633791786993,0.010063242216862714,0,degree=1; dominant_edge_type=1; dominant_share=1.00; time_span=0
1454,252,2667114,1124510,5,qr_pay,5.71,dev_648631,0.7188371734996717,high,manual_review,1124510,0.06727989046514901,0.7188357459996717,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=225
1455,252,118407,910552,4,bank_app,6.47,dev_831824,0.356911478102305,medium,step_up_verification,910552,0.0011142974393876035,0.356909860602305,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
1456,253,2912284,2105418,4,qr_pay,47.53,dev_606467,0.009197067044143388,low,pass,2912284,0.009185184544143389,0.0005072022036895514,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=295
1457,253,2914705,729032,7,wallet,8.45,dev_553424,0.5542060425120711,medium,step_up_verification,729032,0.02195066468954429,0.554203930012071,0,degree=1; dominant_edge_type=7; dominant_share=1.00; time_span=0
1458,253,695097,2743439,5,web,75.95,dev_171289,0.11082059571827439,low,pass,695097,0.1108016082182744,0.07507285205199023,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=316
1459,253,2711359,2914740,5,web,25.21,dev_294757,0.7034521671145785,high,manual_review,2914740,0.056245561778034324,0.7034458646145785,0,degree=6; dominant_edge_type=4; dominant_share=0.50; time_span=281
1460,253,1691088,2487280,6,merchant_api,21.33,dev_037560,0.006941280825354567,low,pass,2487280,0.005148613775269682,0.006935948325354567,0,degree=2; dominant_edge_type=6; dominant_share=1.00; time_span=163
1461,253,2911450,2336800,9,qr_pay,15.81,dev_047621,0.008890335811400434,low,pass,2911450,0.008886383311400434,0.0013662901469312758,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=1
1462,253,2910377,974144,4,qr_pay,59.15,dev_299650,0.7251817324899693,high,manual_review,974144,0.4175114216069863,0.7251669449899694,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
1463,253,2796355,2648429,3,bank_app,15.12,dev_379906,0.5189195218952816,medium,step_up_verification,2648429,0.4601454155745101,0.5189157418952816,0,degree=2; dominant_edge_type=3; dominant_share=0.50; time_span=232
1464,254,2917069,2890002,1,wallet,10.95,dev_381143,0.00024119852253583023,low,pass,2917069,0.00023846102253583022,0.00013761742318382184,0,degree=4; dominant_edge_type=1; dominant_share=0.50; time_span=211
1465,254,2903576,2780239,10,merchant_api,71.49,dev_437010,0.6962191440752563,high,manual_review,2780239,0.07065821703110568,0.6962012715752564,0,degree=4; dominant_edge_type=10; dominant_share=1.00; time_span=48
1466,254,925421,1634398,6,wallet,36.57,dev_922765,0.749999380670374,high,manual_review,1634398,0.45483101578534857,0.749990238170374,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=38
1467,254,1240817,24384,6,wallet,21.51,dev_809030,0.6934303627187934,high,manual_review,24384,0.0384975054680188,0.6934249852187935,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
1468,254,2916563,1881724,1,wallet,47.34,dev_852881,0.6847576795546109,high,manual_review,2916563,0.6847458445546108,0.014194303313820593,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=0
1469,254,1931001,1932204,6,wallet,26.79,dev_792912,0.7197646542531148,high,manual_review,1932204,0.561279025144227,0.7197579567531147,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
1470,254,2438651,2915848,5,merchant_api,34.63,dev_550283,0.024691286672892346,low,pass,2915848,0.0013376140936294727,0.024682629172892347,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1471,254,2913403,1352732,10,merchant_api,11.76,dev_195470,0.818671969962847,high,manual_review,2913403,0.818669029962847,0.5416582813024247,0,degree=3; dominant_edge_type=5; dominant_share=0.33; time_span=1
1472,255,2917766,2341677,5,wallet,158.12,dev_913998,0.09748711451333558,low,pass,2341677,0.0178471409509445,0.09744758451333559,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=84
1473,255,2898352,2919806,6,bank_app,15.77,dev_984735,0.025083728319672302,low,pass,2919806,0.017726087477084936,0.025079785819672303,0,degree=2; dominant_edge_type=3; dominant_share=0.50; time_span=0
1474,255,2534521,2917707,1,bank_app,107.81,dev_845485,0.35421005315895615,medium,step_up_verification,2917707,0.14543423720495527,0.35418310065895614,0,degree=1; dominant_edge_type=1; dominant_share=1.00; time_span=0
1475,255,747668,250068,6,bank_app,22.42,dev_717286,0.05769697867847784,low,pass,250068,0.027199242161453665,0.05769137367847784,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=226
1476,255,248205,1417563,5,wallet,50.72,dev_563351,0.7242525112136372,high,manual_review,1417563,0.015686874988469886,0.7242398312136372,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=156
1477,255,2918851,2700040,2,qr_pay,55.75,dev_448565,0.19808387075358277,low,pass,2918851,0.19806993325358277,0.08910304080709076,0,degree=5; dominant_edge_type=11; dominant_share=0.60; time_span=272
1478,255,2919459,2633281,5,wallet,68.87,dev_439655,0.5492696507952047,medium,step_up_verification,2633281,0.3185222338770903,0.5492524332952047,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=51
1479,256,2921340,119668,5,bank_app,11.51,dev_491498,0.358256736888867,medium,step_up_verification,119668,0.03692379157051166,0.358253859388867,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=219
1480,256,2406103,749249,5,bank_app,64.59,dev_432919,0.032355054077929324,low,pass,749249,0.008118213638460114,0.03233890657792932,0,degree=4; dominant_edge_type=5; dominant_share=1.00; time_span=238
1481,256,2917669,1271498,10,bank_app,129.26,dev_045340,0.7227954783012793,high,manual_review,1271498,0.22398925106171025,0.7227631633012793,0,degree=2; dominant_edge_type=10; dominant_share=1.00; time_span=62
1482,256,2920549,2776794,1,qr_pay,21.06,dev_734538,0.6910236500392154,high,manual_review,2776794,0.16581274990166048,0.6910183850392154,0,degree=1; dominant_edge_type=1; dominant_share=1.00; time_span=0
1483,257,2901319,1093450,6,web,27.42,dev_093605,0.06407173923432007,low,pass,2901319,0.06406488423432007,0.02487753553589773,0,degree=3; dominant_edge_type=5; dominant_share=0.33; time_span=446
1484,257,1854632,490975,6,web,16.59,dev_030365,0.009191200848086783,low,pass,1854632,0.009187053348086784,0.006372003028073325,0,degree=5; dominant_edge_type=4; dominant_share=0.60; time_span=289
1485,257,821458,2434564,4,bank_app,24.73,dev_316000,0.058259798743234496,low,pass,2434564,0.016160385236520584,0.058253616243234496,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=161
1486,257,2253174,1959955,5,qr_pay,114.47,dev_907463,0.7028830178530794,high,manual_review,1959955,0.1099513370048642,0.7028544003530793,1,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1487,258,722120,2923312,1,merchant_api,10.76,dev_136752,0.4957574758011609,medium,step_up_verification,722120,0.4957547858011609,0.043804766909389455,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=49
1488,258,1676733,1145984,3,bank_app,13.36,dev_077331,0.018801506426238863,low,pass,1145984,0.0045856553939672435,0.018798166426238862,0,degree=1; dominant_edge_type=3; dominant_share=1.00; time_span=0
1489,258,489634,1236612,4,qr_pay,144.0,dev_805876,0.008791239952084143,low,pass,1236612,0.0023354514165990544,0.008755239952084144,0,degree=9; dominant_edge_type=5; dominant_share=0.33; time_span=319
1490,258,1938959,1618938,3,bank_app,54.71,dev_392531,0.8482470795605025,high,manual_review,1618938,0.24804335988746185,0.8482334020605025,0,degree=1; dominant_edge_type=3; dominant_share=1.00; time_span=0
1491,258,676985,71372,5,web,165.39,dev_608697,0.3456017214934626,low,pass,71372,0.005936006901882579,0.34556037399346257,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=85
1492,258,1879993,2924650,5,web,16.36,dev_364006,0.5254020328925941,medium,step_up_verification,2924650,0.050174598310299474,0.5253979428925941,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=425
1493,258,2478426,1411904,6,merchant_api,29.77,dev_838814,0.01799789740037573,low,pass,1411904,0.004655419278650786,0.017990454900375732,0,degree=4; dominant_edge_type=6; dominant_share=0.50; time_span=247
1494,258,1707658,2916892,1,merchant_api,14.66,dev_885448,0.018131125931916726,low,pass,1707658,0.018127460931916726,0.016664518142907474,0,degree=5; dominant_edge_type=5; dominant_share=0.40; time_span=175
1495,258,2457258,2853842,4,qr_pay,38.44,dev_808890,0.013673452757997234,low,pass,2457258,0.013663842757997233,0.004984206693196966,0,degree=4; dominant_edge_type=4; dominant_share=0.75; time_span=208
1496,258,2923031,1285680,10,web,4.97,dev_923496,0.731717282630006,high,manual_review,1285680,0.15574828087066675,0.731716040130006,0,degree=1; dominant_edge_type=10; dominant_share=1.00; time_span=0
1497,259,2926619,2256268,5,merchant_api,45.44,dev_086662,0.2301988595998392,low,pass,2926619,0.23018749959983922,0.019647391091132758,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=322
1498,259,2470739,2926397,10,merchant_api,32.82,dev_217460,0.7452188775582081,high,manual_review,2470739,0.7452106725582082,0.5516368346961756,0,degree=3; dominant_edge_type=4; dominant_share=0.33; time_span=77
1499,259,2387202,2919891,5,merchant_api,23.29,dev_370537,0.028498258374371654,low,pass,2919891,0.003177674436920783,0.028492435874371655,0,degree=4; dominant_edge_type=5; dominant_share=1.00; time_span=159
1500,259,2160756,2925952,5,merchant_api,17.26,dev_916961,0.3465379520629416,low,pass,2160756,0.3465336370629416,0.23037002209901755,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1501,259,813868,1496640,4,web,15.1,dev_038071,0.20994735940305376,low,pass,1496640,0.005044440862784903,0.20994358440305375,0,degree=3; dominant_edge_type=4; dominant_share=0.33; time_span=129
1502,259,44505,413258,5,merchant_api,47.23,dev_360014,0.2357192472112889,low,pass,413258,0.097104053436002,0.2357074397112889,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=155
1503,260,2928032,2168487,5,wallet,8.55,dev_985481,0.06771949001276234,low,pass,2928032,0.06771735251276234,0.0006526023081269712,0,degree=4; dominant_edge_type=4; dominant_share=0.50; time_span=515
1504,260,2265631,2928176,5,wallet,38.89,dev_141199,0.050026057779169124,low,pass,2265631,0.05001633527916912,0.026092409289926437,0,degree=4; dominant_edge_type=6; dominant_share=0.50; time_span=342
1505,260,2927616,479605,5,wallet,158.7,dev_416929,0.7229748612372683,high,manual_review,479605,0.05236231952816334,0.7229351862372683,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1506,260,2928326,738318,5,wallet,93.41,dev_422551,0.06668065635544347,low,pass,2928326,0.06665730385544347,0.006314095016604629,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=195
1507,260,1058595,1103798,6,bank_app,6.86,dev_838632,0.4638149842269408,medium,step_up_verification,1103798,0.015859480906511583,0.46381326922694077,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=160
1508,260,1726431,2928460,1,bank_app,16.39,dev_647499,0.00905861990608041,low,pass,2928460,0.007326839291795321,0.009054522406080411,0,degree=4; dominant_edge_type=1; dominant_share=0.50; time_span=506
1509,261,811366,2647979,4,wallet,49.37,dev_481533,0.7230700492008928,high,manual_review,811366,0.7230577067008928,0.1605321729367185,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
1510,261,571970,1565673,4,wallet,31.71,dev_567141,0.7279050968839711,high,manual_review,1565673,0.000891411765387872,0.7278971693839711,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=250
1511,261,2753448,140191,10,bank_app,6.96,dev_464375,0.6786261346195991,high,manual_review,140191,0.01966578532776537,0.6786243946195991,0,degree=3; dominant_edge_type=10; dominant_share=0.67; time_span=175
1512,261,2926916,1040620,10,bank_app,34.7,dev_378078,0.5790593328641093,medium,step_up_verification,2926916,0.5790506578641093,0.0757834743311959,0,degree=4; dominant_edge_type=3; dominant_share=0.25; time_span=14
1513,261,2635938,2929928,1,qr_pay,26.34,dev_525426,0.12253610527205533,low,pass,2635938,0.12252952027205533,0.0073104304910781214,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=375
1514,262,2931479,2749339,6,web,148.84,dev_763323,0.04870752935047415,low,pass,2749339,0.0008334590474383636,0.048670319350474146,0,degree=3; dominant_edge_type=1; dominant_share=0.33; time_span=282
1515,262,2920303,2018969,5,qr_pay,19.53,dev_619012,0.5953138505929312,medium,step_up_verification,2018969,0.02405712120244827,0.5953089680929312,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1516,262,2931860,27536,5,qr_pay,70.19,dev_661338,0.7634174781323657,high,manual_review,27536,0.36089969909134667,0.7633999306323657,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=276
1517,262,2931349,1545924,5,qr_pay,7.84,dev_978680,0.5604702296204208,medium,step_up_verification,1545924,0.01315726326629213,0.5604682696204208,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1518,262,1807250,3696679,4,bank_app,13.39,dev_112173,0.26297942757496734,low,pass,1807250,0.26297608007496737,0.0619708194317859,0,degree=3; dominant_edge_type=4; dominant_share=0.33; time_span=39
1519,262,2787250,2930753,5,qr_pay,46.97,dev_163684,0.16807022381328587,low,pass,2930753,0.08013497104747375,0.16805848131328588,0,degree=6; dominant_edge_type=4; dominant_share=0.33; time_span=149
1520,262,2457858,2391826,5,qr_pay,65.06,dev_397994,0.6750668911010954,high,manual_review,2391826,0.007857475434642176,0.6750506261010955,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1521,262,2930212,2862088,4,bank_app,14.27,dev_432552,0.10589712349523984,low,pass,2862088,0.004144518179497316,0.10589355599523985,0,degree=4; dominant_edge_type=4; dominant_share=0.50; time_span=112
1522,262,756736,2930567,4,bank_app,34.52,dev_308921,0.7713873673953234,high,manual_review,756736,0.7713787373953235,0.5234730388057981,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=0
1523,262,1717958,1373366,4,bank_app,9.74,dev_624238,0.3932648458229357,medium,step_up_verification,1717958,0.39326241082293567,0.05039102645352885,0,degree=2; dominant_edge_type=4; dominant_share=1.00; time_span=117
1524,263,1136165,1997693,4,qr_pay,28.7,dev_743214,0.24935137085920947,low,pass,1997693,0.02017521312421803,0.24934419585920947,0,degree=4; dominant_edge_type=4; dominant_share=0.50; time_span=317
1525,263,1695738,1708135,4,qr_pay,71.75,dev_421503,0.019719854987580398,low,pass,1695738,0.0197019174875804,0.007476894848732705,0,degree=4; dominant_edge_type=4; dominant_share=0.50; time_span=239
1526,263,2062405,2933136,5,web,16.59,dev_263601,0.3232073751844787,low,pass,2933136,0.06847267067479484,0.3232032276844787,0,degree=3; dominant_edge_type=5; dominant_share=1.00; time_span=410
1527,263,2931732,891134,1,merchant_api,21.24,dev_157928,0.13542031454239103,low,pass,891134,0.007213755899325418,0.13541500454239103,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=218
1528,263,400747,1321190,5,web,8.87,dev_675394,0.2516567077605874,low,pass,1321190,0.003496418764343548,0.2516544902605874,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=229
1529,263,1256809,1271581,5,web,13.69,dev_913816,0.4829702426445659,medium,step_up_verification,1271581,0.07125837654186909,0.4829668201445659,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=557
1530,264,930659,298134,5,merchant_api,119.38,dev_009990,0.3307395531034482,low,pass,930659,0.33070970810344824,0.24141549923288425,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1531,264,2745862,2934993,4,web,36.08,dev_525243,0.6203486910613895,medium,step_up_verification,2745862,0.6203396710613894,0.2564121578246773,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=71
1532,264,791669,2934523,9,web,13.71,dev_305439,0.6586293787129188,high,manual_review,791669,0.6586259512129188,0.05407070618250821,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=209
1533,264,2759145,2934110,6,wallet,20.02,dev_171695,0.7908554692659299,high,manual_review,2759145,0.7908504642659299,0.5556777323321602,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
1534,265,1682253,2063952,4,merchant_api,8.02,dev_897114,0.09584530115785869,low,pass,2063952,0.027072160121894496,0.09584329615785869,0,degree=5; dominant_edge_type=5; dominant_share=0.60; time_span=623
1535,265,2579112,1380180,4,merchant_api,13.56,dev_953681,0.02449706537057801,low,pass,2579112,0.024493675370578012,0.014278405489932472,0,degree=3; dominant_edge_type=4; dominant_share=1.00; time_span=298
1536,265,2386118,2936403,6,bank_app,90.41,dev_924754,0.08437323107198078,low,pass,2936403,0.010837370433343657,0.08435062857198078,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=455
1537,265,1374652,814640,4,merchant_api,29.72,dev_502162,0.6984246638380149,high,manual_review,814640,0.0878836869935037,0.6984172338380149,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
1538,265,734833,805634,10,wallet,134.51,dev_336458,0.23886667088407815,low,pass,805634,0.1563299238684016,0.23883304338407815,0,degree=29; dominant_edge_type=10; dominant_share=0.97; time_span=728
1539,265,2703818,2771420,5,wallet,22.52,dev_371908,0.2153370192774954,low,pass,2703818,0.2153313892774954,0.013900448470995088,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=0
1540,265,68272,284277,5,wallet,23.75,dev_884708,0.4269883652055343,medium,step_up_verification,68272,0.4269824277055343,0.14293728470049782,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=0
1541,265,422984,1596420,4,merchant_api,60.15,dev_196763,0.5484148851154923,medium,step_up_verification,1596420,0.0019937717392201054,0.5483998476154923,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=557
1542,266,305270,1773069,9,wallet,3.05,dev_506673,0.7654112470728389,high,manual_review,1773069,0.5809842719988461,0.7654104845728389,0,degree=4; dominant_edge_type=9; dominant_share=0.75; time_span=366
1543,266,2049631,971677,3,merchant_api,37.5,dev_952401,0.08135553471710194,low,pass,971677,0.0017144667127627574,0.08134615971710193,0,degree=2; dominant_edge_type=3; dominant_share=0.50; time_span=555
1544,266,2937238,1300254,1,qr_pay,25.43,dev_085605,0.02428154969054733,low,pass,2937238,0.02427519219054733,0.004545806474035334,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=148
1545,266,2938289,2246220,5,bank_app,93.45,dev_563724,0.16778570097567722,low,pass,2938289,0.1677623384756772,0.01390179796660296,0,degree=3; dominant_edge_type=4; dominant_share=0.33; time_span=20
1546,266,2349509,2937024,1,qr_pay,63.32,dev_097478,0.037668158579883676,low,pass,2937024,0.02630195449065433,0.037652328579883675,0,degree=4; dominant_edge_type=1; dominant_share=0.50; time_span=380
1547,267,991245,174356,1,web,9.58,dev_047580,0.26770904972833176,low,pass,174356,0.004248372056615763,0.26770665472833177,0,degree=5; dominant_edge_type=1; dominant_share=0.40; time_span=260
1548,267,2939746,288104,4,bank_app,103.33,dev_898603,0.16163902991654608,low,pass,288104,0.04476396344950034,0.1616131974165461,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=16
1549,267,1282566,1401135,5,qr_pay,19.37,dev_851004,0.17981493298254836,low,pass,1282566,0.17981009048254837,0.04384198218638971,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1550,267,1883708,791992,4,bank_app,14.97,dev_310215,0.18119616798817087,low,pass,1883708,0.18119242548817088,0.1622393646960076,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=145
1551,268,1836355,2941863,5,web,29.29,dev_624774,0.004732352441006242,low,pass,2941863,0.0008032581529314396,0.004725029941006242,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1552,268,2940775,207557,5,web,20.44,dev_219736,0.6869582952498714,high,manual_review,207557,0.31868754402753985,0.6869531852498714,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1553,268,688162,37383,1,merchant_api,106.13,dev_137618,0.06894353277746754,low,pass,688162,0.06891700027746754,0.0015924972138821262,0,degree=3; dominant_edge_type=1; dominant_share=0.67; time_span=217
1554,268,2562145,2257106,4,qr_pay,45.9,dev_352367,0.580828479458474,medium,step_up_verification,2257106,0.08032164486142276,0.5808170044584741,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
1555,268,2095971,920807,5,web,29.52,dev_048805,0.5825781254193667,medium,step_up_verification,920807,0.16535457975779488,0.5825707454193667,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=388
1556,269,1982563,2637698,10,merchant_api,55.18,dev_737509,0.20347731368244998,low,pass,1982563,0.20346351868244997,0.02094362225894767,0,degree=6; dominant_edge_type=10; dominant_share=0.50; time_span=29
1557,270,2944705,2244738,1,bank_app,71.06,dev_060891,0.1113509148396814,low,pass,2944705,0.1113331498396814,0.09648748034180223,0,degree=6; dominant_edge_type=5; dominant_share=0.50; time_span=132
1558,271,2002850,2710173,1,qr_pay,53.8,dev_200828,0.10780774728601276,low,pass,2002850,0.10779429728601277,0.030436535920848436,0,degree=3; dominant_edge_type=1; dominant_share=0.67; time_span=386
1559,271,775165,985811,4,wallet,121.21,dev_662960,0.7192317196972738,high,manual_review,775165,0.7192014171972738,0.06489754361330603,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=0
1560,271,2010836,517162,6,qr_pay,45.96,dev_941436,0.1681726383999853,low,pass,2010836,0.1681611483999853,0.0033325183846407294,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
1561,272,2003813,1630581,5,qr_pay,28.53,dev_634795,0.5972994347548192,medium,step_up_verification,1630581,0.01275932233820981,0.5972923022548192,0,degree=5; dominant_edge_type=4; dominant_share=0.40; time_span=235
1562,272,1903674,1465607,4,bank_app,103.05,dev_285088,0.041504978477836095,low,pass,1903674,0.0414792159778361,0.037394876564148555,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=28
1563,272,735354,28075,5,qr_pay,22.61,dev_172875,0.12688493874123805,low,pass,28075,0.0006773793585880202,0.12687928624123804,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=362
1564,272,2948425,1378322,1,web,27.38,dev_543294,0.06698739814350903,low,pass,1378322,0.05837195814613928,0.06698055314350902,0,degree=7; dominant_edge_type=4; dominant_share=0.43; time_span=640
1565,273,2949081,2279887,5,web,115.52,dev_488924,0.029962797510188335,low,pass,2949081,0.029933917510188337,0.022467530813604187,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=83
1566,273,2934868,2950421,4,qr_pay,145.44,dev_444083,0.75204705230529,high,manual_review,2934868,0.75201069230529,0.4459892962510731,0,degree=4; dominant_edge_type=1; dominant_share=0.50; time_span=9
1567,273,2949729,1179180,5,web,24.35,dev_684823,0.6953508441975665,high,manual_review,1179180,0.5682225342813032,0.6953447566975666,0,degree=3; dominant_edge_type=10; dominant_share=0.67; time_span=269
1568,273,2949413,1682364,5,web,16.31,dev_942199,0.3880008252219159,medium,step_up_verification,2949413,0.38799674772191595,0.05705786650348404,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=0
1569,273,2870666,2950348,10,web,91.55,dev_639188,0.7632957112527395,high,manual_review,2870666,0.7632728237527395,0.7411023611724714,0,degree=3; dominant_edge_type=2; dominant_share=0.33; time_span=34
1570,273,2950542,365991,4,qr_pay,69.43,dev_718690,0.12617012306706527,low,pass,2950542,0.12615276556706526,0.004400441844585536,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
1571,273,2950748,1453928,4,qr_pay,44.88,dev_195837,0.2054823703536544,low,pass,2950748,0.2054711503536544,0.13971810626356942,0,degree=2; dominant_edge_type=4; dominant_share=1.00; time_span=0
1572,274,2158443,2950926,5,merchant_api,18.36,dev_358690,0.5651802073220619,medium,step_up_verification,2158443,0.5651756173220619,0.042881524318827316,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=77
1573,274,2309627,2951269,10,merchant_api,33.07,dev_043059,0.5783255508424286,medium,step_up_verification,2309627,0.5783172833424286,0.023301440959869572,0,degree=2; dominant_edge_type=6; dominant_share=0.50; time_span=180
1574,275,2121134,858383,4,merchant_api,33.13,dev_776804,0.49458042249964185,medium,step_up_verification,858383,0.004050192399384902,0.49457213999964184,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=351
1575,275,2954132,1927900,6,bank_app,14.62,dev_496048,0.817868582699636,high,manual_review,1927900,0.22124015487435048,0.817864927699636,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
1576,275,2954126,1999750,4,merchant_api,37.95,dev_242003,0.7860327648932096,high,manual_review,2954126,0.7860232773932097,0.7821637857400899,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=0
1577,276,2955060,2492786,4,wallet,42.9,dev_164075,0.598014185839467,medium,step_up_verification,2492786,0.04424850933573043,0.598003460839467,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=157
1578,276,1938022,2651114,4,wallet,24.1,dev_421603,0.3370349084796429,low,pass,2651114,0.16704683642267473,0.3370288834796429,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=117
1579,276,2954415,2582633,4,wallet,76.21,dev_628263,0.03417132582864418,low,pass,2582633,0.0183727679563282,0.034152273328644185,0,degree=5; dominant_edge_type=4; dominant_share=0.60; time_span=182
1580,276,1111648,2794255,5,bank_app,78.25,dev_872514,0.007775645385296825,low,pass,1111648,0.0077560828852968255,0.004081757798026862,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=188
1581,276,2945241,2930826,1,qr_pay,63.62,dev_041783,0.5311965839606699,medium,step_up_verification,2930826,0.5293463827749374,0.5311806789606699,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=14
1582,277,185870,465453,5,qr_pay,19.13,dev_577318,0.21861587862604773,low,pass,185870,0.21861109612604773,0.00020845386955306507,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=233
1583,277,1377639,486150,5,qr_pay,48.44,dev_665010,0.5479613350947599,medium,step_up_verification,486150,0.01873287012638779,0.5479492250947599,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
1584,277,289029,1585587,1,web,28.51,dev_487048,0.4483725383278594,medium,step_up_verification,1585587,0.0004429466136116283,0.4483654108278594,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=326
1585,277,2360817,2181987,1,web,8.74,dev_954208,0.04108652253443079,low,pass,2181987,0.0008619767366565984,0.04108433753443079,0,degree=4; dominant_edge_type=1; dominant_share=0.50; time_span=103
1586,277,2890875,1919768,6,web,48.69,dev_935453,0.23115351621227753,low,pass,2890875,0.23114134371227754,0.04555688092167527,0,degree=4; dominant_edge_type=4; dominant_share=0.50; time_span=271
